batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes,1.  **Official Brand Website**,2.  **FSSAI Nutrition Databases**,3.  **Indian Food Composition Tables (NIN-ICMR)**,- energy_kcal_per_100g,- carbs_g_per_100g,- total_sugars_g_per_100g,- protein_g_per_100g,- fat_g_per_100g,- saturated_fat_g_per_100g,- fiber_g_per_100g,- sodium_mg_per_100g,- salt_g_per_100g
144,jiomart_dabur_hommade_dabur_hommade_tangylicious_imli_sauce_100_g,Dabur Hommade Tangy-Licious Imli Sauce 100 g,Dabur Hommade,spread,sauce-ketchup-butter,100.0,g,14.0,jiomart,57.0,12.2,9.5,0.1,3.8,1.4,0.2,34.0,1.5,,,,,,,,,,,,,,,,,,
145,jiomart_land_root_land_root_millet_noodles_combo_pack_of_3_jowar_millet_noodles_foxtail_millet_noodles_kodo_,"Land Root Millet Noodles Combo pack of 3 (Jowar Millet Noodles, Foxtail Millet Noodles, Kodo Millet Noodles) 190g Each",Land Root,essentials,pulses,190.0,g,390.0,jiomart,375.0,74.5,4.2,9.5,1.8,0.7,3.5,200.0,2.0,,,,,,,,,,,,,,,,,,
146,jiomart_classic_harvest_pure_sharbati_wheat_flour_fresh_sharbati_atta_15_kg,Pure Sharbati Wheat Flour ( Fresh Sharbati Atta ) 1.5 KG,Classic Harvest,essentials,flour,1.5,kg,224.0,jiomart,,64.5,1.2,12.3,0.6,0.4,0.8,,1.5,"Wheat, Mustard Oil, Salt",30g,7.0,,,,,,,,,,,,,,,
147,jiomart_naturoz_naturoz_250g_california_almonds,Naturoz 250g California Almonds,Naturoz,essentials,dry-fruits-nuts,250.0,g,199.0,jiomart,575.0,21.0,1.0,21.0,58.0,10.0,3.5,,,,,,,,,,,,,,,,,,,,
148,jiomart_good_life_good_life_toor_dal_500_g,Good Life Toor Dal 500 g,Good Life,essentials,pulses,500.0,g,75.0,jiomart,348.0,73.2,1.3,15.5,4.8,0.9,7.6,2.1,0.5,,,,,,,,,,,,,,,,,,
149,jiomart_aeroplane_aeroplane_special_mongra_26_kg_basmati_rice,Aeroplane Special Mongra 26 Kg Basmati Rice,Aeroplane,essentials,rice,26.0,kg,1896.0,jiomart,362.0,76.2,0.6,4.3,1.8,0.9,0.7,2.5,0.6,,,,,,,,,,,,,,,,,,
150,jiomart_bagrrys_bagrrys_crunchy_muesli_1_kg_40_fibre_rich_oats_with_bran_82_multi_grains_almonds_raisins_hon,"Bagrry's Crunchy Muesli, 1 KG | 40% Fibre Rich Oats with Bran | 82% Multi Grains, Almonds, Raisins & Honey | Breakfast Cereal | Natural Muesli, Jar",Bagrry'S,snacks,breakfast,1.0,kg,586.0,jiomart,370.0,60.0,10.0,8.0,12.0,2.0,40.0,200.0,1.0,"Oats, Bran, Almonds, Raisins, Honey",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
151,jiomart_octavius_octavius_premium_assam_tea_1kg_extra_strong_assam_tea_black_tea_kadak_chai_patti_loose_tea_,Octavius | Premium Assam Tea - 1Kg | Extra Strong Assam Tea | Black Tea | Kadak Chai Patti | Loose Tea | Strong Chai | Tea Powder | Chai Patti 1 kg | Taza Tea 1 kg | Garden Fresh Tea | Tea 1 Kg,Octavius,beverage,tea-cofee,1.0,kg,360.0,jiomart,,3.8,2.5,0.4,0.1,0.05,0.3,,0.2,"Assam tea leaves, Black tea, Mustard oil, Jaggery",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
152,jiomart_goshudh_goshudh_sugar_250_g,Goshudh Sugar 250 g,Goshudh,essentials,salt-sugar,250.0,g,35.0,jiomart,369.0,74.2,59.5,0.6,16.4,10.3,0.2,1.8,11.0,,,,,,,,,,,,,,,,,,
153,jiomart_anmol_anmol_naturals_5_kg_steam_brown_rice,ANMOL NATURALS 5 Kg Steam Brown Rice,Anmol,essentials,rice,5.0,kg,505.0,jiomart,351.0,74.4,0.3,6.2,1.5,0.8,0.7,0.3,0.2,,,,,,,,,,,,,,,,,,
154,jiomart_veganic_veganic_coconut_flavour_essence_for_cake_baking_extract_for_baking_cakes_whipped_cream_pastr,Veganic Coconut Flavour Essence For Cake Baking Extract for Baking Cakes Whipped Cream Pastries Desserts & Beverages Chocolate Oils Food Essence (100 ml),Veganic,flavourings,pickles-chutney,100.0,ml,229.0,jiomart,,2.5,1.8,0.1,20.3,18.2,,0.5,0.05,,,,,,,,,,,,,,,,,,
155,jiomart_goshudh_goshudh_brown_sugar_20_kg,Goshudh Brown Sugar 20 kg,Goshudh,essentials,salt-sugar,20.0,kg,2435.0,jiomart,,66.9,75.0,0.1,0.2,0.1,0.5,,,,,,,,,,,,,,,,,,,,
156,jiomart_kush_gold_kush_gold_multipurpose_rava_suji_semolina_1kg,Kush Gold Multipurpose Rava / Suji / Semolina (1Kg),Kush Gold,essentials,flour,1.0,kg,240.0,jiomart,360.0,70.0,2.5,6.0,4.0,1.5,0.8,10.0,3.0,"Mustard oil, Wheat flour, Semolina, Salt",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
157,jiomart_yogabar_yogabar_super_high_protein_muesli_850g_pack_of_2_23g_protein_with_probiotics_and_whey_no_ref,Yogabar Super High Protein Muesli 850g (Pack of 2) | 23g Protein | With Probiotics and Whey | No Refined Sugar | Easy on gut | Choco Almond | Protein Snack | High Fiber Food | Breakfast Cereal,Yogabar,snacks,breakfast,850.0,g,1250.0,jiomart,370.0,55.0,10.0,23.0,12.0,3.5,4.0,200.0,0.2,,,,,,,,,,,,,,,,,,
158,jiomart_vanam_vanam_wood_cold_presses_coconut_oil_5_ltr_1_ltr_pack_of_5,VANAM - Wood Cold Presses Coconut Oil - 5 LTR | (1 Ltr pack of 5),Vanam,essentials,oil,5.0,L,2340.0,jiomart,884.0,14.8,0.4,7.2,92.6,88.2,1.8,0.5,0.05,,,,,,,,,,,,,,,,,,
159,jiomart_kissan_kissan_fresh_tomato_ketchup_11_kg,Kissan Fresh Tomato Ketchup 1.1 kg,Kissan,spread,sauce-ketchup-butter,1.1,kg,92.0,jiomart,64.0,17.4,12.2,0.3,6.8,1.7,0.5,130.0,2.0,,,,,,,,,,,,,,,,,,
160,jiomart_luvit_luvit_chocorich_classic_eclairs_chocolate_birthday_party_pack_pack_of_1_390g,LuvIt Chocorich Classic Eclairs Chocolate| Birthday Party Pack| Pack of 1 - 390g,Luvit,chocolate,chocolate,390.0,g,149.0,jiomart,550.0,63.0,44.0,4.0,31.0,20.0,1.0,50.0,0.2,,,,,,,,,,,,,,,,,,
161,jiomart_surya_surya_500g_coriander_dhaniya_whole,Surya 500g Coriander (Dhaniya) Whole,Surya,essentials,masala,500.0,g,99.0,jiomart,355.0,74.2,4.5,3.1,20.8,13.9,6.2,0.5,0.3,,,,,,,,,,,,,,,,,,
162,jiomart_charvi_999_charvi_999_besan_1kg_high_protein_gram_flour_no_preservatives_pack_of_5,Charvi 999 Besan 1kg High Protein Gram Flour No Preservatives Pack of 5,Charvi 999,essentials,flour,999.0,,650.0,jiomart,360.0,70.0,10.0,20.0,5.0,1.5,2.0,200.0,0.5,,,,,,,,,,,,,,,,,,
163,jiomart_sambhojanam_sambhojanam_suga_flour_sugar_free_flour_for_diabetic_care_low_gi_flour_for_sugar_control,Sambhojanam Suga Flour| Sugar Free flour for diabetic care| Low GI flour for sugar control| Smart choice for wholesome nutrition for diabetics| Sampoorn Swaad for manage sugar,Sambhojanam,essentials,flour,,,299.0,jiomart,,68.0,6.0,10.0,2.0,1.5,3.0,200.0,1.0,,,,,,,,,,,,,,,,,,
164,jiomart_pansari_pansari_khana_basmati_rice_delicate_and_soft_grains_fluffy_and_flavorful_long_grain_rice_per,Pansari Khana Basmati Rice | Delicate and Soft Grains | Fluffy and Flavorful | Long Grain Rice | Perfect Fusion of Nutrition & Aroma - 30kg,Pansari,essentials,rice,30.0,kg,3320.0,jiomart,1091.0,2.4,0.1,3.8,0.9,0.6,0.7,2.0,0.1,,,,,,,,,,,,,,,,,,
165,jiomart_bb_organics_bb_organics_premium_palm_jaggery_10_kgtraditional_palm_jaggerypanaivellamkarupatti,B&B Organics Premium Palm Jaggery 10 Kg/Traditional Palm Jaggery/Panaivellam/Karupatti,B&B Organics,essentials,salt-sugar,10.0,kg,4504.0,jiomart,,72.8,66.3,0.1,0.2,0.1,0.5,,,,,,,,,,,,,,,,,,,,
166,jiomart_groshaat_groshaat_makka_daliya_10_kg_pack,Groshaat Makka Daliya 10 kg Pack,Groshaat,essentials,flour,10.0,kg,1110.0,jiomart,380.0,72.0,2.5,8.0,12.0,3.5,4.0,200.0,1.5,,,,,,,,,,,,,,,,,,
167,jiomart_star_a_mothers_choice_star_a_mothers_choice_premium_upma_rava_500g_pack_of_2_soojisemolina_for_insta,"STAR A Mother's Choice Premium Upma Rava 500g Pack of 2 | Sooji/Semolina for Instant Breakfast & Snacks | Freshly Milled, Hygienic, Ready-to-Cook Fine Rava",Star A Mother'S Choice,essentials,flour,500.0,g,194.0,jiomart,,64.2,4.5,6.3,1.8,0.9,0.7,,0.2,"Sooji/Semolina, Mustard Oil, Salt",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
168,jiomart_desi_kitchen_desi_kitchen_garlic_paste_200_g,Desi Kitchen Garlic Paste 200 g,Desi Kitchen,essentials,masala,200.0,g,34.0,jiomart,60.0,4.0,1.0,0.5,3.0,1.0,0.0,200.0,2.0,,,,,,,,,,,,,,,,,,
169,jiomart_goshudh_goshudh_brown_sugar_4_kg_1kg_x_4_pack,Goshudh Brown Sugar 4 kg (1Kg X 4 Pack),Goshudh,essentials,salt-sugar,4.0,kg,576.0,jiomart,,74.2,75.0,0.1,0.0,0.0,0.2,,0.5,,,,,,,,,,,,,,,,,,
170,jiomart_best_farms_best_farms_chana_dal_500_g,Best Farms Chana Dal 500 g,Best Farms,essentials,pulses,500.0,g,72.0,jiomart,369.0,74.4,2.1,21.8,3.7,0.9,6.5,2.0,0.4,,,,,,,,,,,,,,,,,,
171,jiomart_denali_foods_denali_foods_dark_chocolate_compound_slab18_cocoa_bars_for_making_chocolates_cake_toppi,"Denali Foods Dark Chocolate Compound Slab-18% Cocoa Bars for Making Chocolates, Cake Toppings, Muffins, Mousse, 400g ( Pack Of 10)",Denali Foods,chocolate,chocolate,400.0,g,1215.0,jiomart,,43.5,36.0,2.3,24.9,18.1,4.5,,0.2,"Dark Chocolate Compound, Sugar, Cocoa Butter, Milk Powder, Confectioner's Glaze, Soy Lecithin, Vanillin",30g,7.0,,,,,,,,,,,,,,,
172,jiomart_innum_konjam_innum_konjam_ponni_boiled_rice_old_rice_5kg_parboiled_rice_converted_rice_easycook_rice,INNUM KONJAM Ponni Boiled Rice - Old Rice 5KG ( Parboiled Rice | Converted Rice | Easy-Cook Rice ),Innum Konjam,essentials,rice,5.0,kg,695.0,jiomart,350.0,75.0,0.2,4.8,1.6,0.7,0.5,2.0,0.3,,,,,,,,,,,,,,,,,,
173,jiomart_bb_organics_bb_organics_navara_rice_5_kg,"B&B Organics Navara Rice, 5 kg",B&B Organics,essentials,rice,5.0,kg,1025.0,jiomart,356.0,75.5,0.2,4.8,1.6,0.7,0.3,0.2,0.1,,,,,,,,,,,,,,,,,,
174,jiomart_chings_secret_chings_secret_red_chilli_sauce_90_g,Ching's Secret Red Chilli Sauce 90 g,Ching'S Secret,spread,sauce-ketchup-butter,90.0,g,22.0,jiomart,55.0,12.0,4.0,0.0,3.0,1.5,0.0,150.0,2.0,,,,,,,,,,,,,,,,,,
175,jiomart_gulab_gulab_wala_atta_cookies400gm_evening_tea_time_snacks_premium_homemade_taste_biscuits_pack_of_2,Gulab Wala Atta Cookies-400gm | Evening Tea Time Snacks | Premium Homemade Taste Biscuits | Pack of 2,Gulab,snacks,biscuit,400.0,g,400.0,jiomart,590.0,80.0,20.0,4.0,25.0,10.0,1.0,350.0,2.0,,,,,,,,,,,,,,,,,,
176,jiomart_charvi_999_charvi_999_besan_1kg_smooth_texture_no_adulteration_pack_of_9,Charvi 999 Besan 1kg Smooth Texture No Adulteration Pack of 9,Charvi 999,essentials,flour,999.0,,1130.0,jiomart,,68.0,2.5,12.0,4.0,1.5,3.0,,2.0,"Besan, Mustard Oil, Ghee",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
177,jiomart_kissan_kissan_sweet_n_spicy_tomato_sauce_415_g,Kissan Sweet N Spicy Tomato Sauce 415 g,Kissan,spread,sauce-ketchup-butter,415.0,g,71.0,jiomart,,14.2,11.9,1.3,8.5,6.4,0.7,230.0,2.1,,,,,,,,,,,,,,,,,,
178,jiomart_kelloggs_kelloggs_fruit_nut_seeds_muesli_750_g,"Kellogg's Fruit, Nut & Seeds Muesli 750 g",Kellogg'S,snacks,breakfast,750.0,g,353.0,jiomart,550.0,70.0,20.0,10.0,25.0,3.5,4.0,150.0,1.5,,,,,,,,,,,,,,,,,,
179,jiomart_betty_crocker_betty_crocker_original_complete_pancake_mix_250_g,Betty Crocker Original Complete Pancake Mix 250 g,Betty Crocker,ready_to_eat,ready-to-eat,250.0,g,162.0,jiomart,370.0,64.2,12.4,5.8,14.3,6.1,0.9,230.0,2.4,,,,,,,,,,,,,,,,,,
180,jiomart_mm_mm_mini_choco_pouch_310gm_imported_from_usa,M&M Mini Choco Pouch 310gm - Imported from USA,M&M,chocolate,chocolate,310.0,g,850.0,jiomart,550.0,63.1,55.2,4.3,31.5,20.9,0.8,10.0,1.0,,,,,,,,,,,,,,,,,,
181,jiomart_goshudh_goshudh_prasad_dana_2000_g_1kg_x_2_pack,Goshudh Prasad Dana 2000 g (1Kg X 2 Pack),Goshudh,essentials,salt-sugar,2000.0,g,208.0,jiomart,360.0,64.0,4.0,2.0,10.0,3.5,0.0,400.0,1.0,,,,,,,,,,,,,,,,,,
182,jiomart_organic_tattva_natural_tattva_himalayan_pink_salt_500_g,Natural Tattva Himalayan Pink Salt 500 g,Organic Tattva,essentials,salt-sugar,500.0,g,64.0,jiomart,,,,,,,,1020.0,98.0,,,,,,,,,,,,,,,,,,
183,jiomart_sangamam_rice_sangamam_rice_rangoli_premium_kolam_rice_5_kg_one_year_old_raw_rice_100_natural_and_de,"Sangamam Rice Rangoli Premium Kolam Rice (5 Kg), One Year Old Raw Rice, 100% Natural and Delicious",Sangamam Rice,essentials,rice,5.0,kg,649.0,jiomart,,72.5,0.4,2.8,1.3,0.7,0.5,,0.4,,,,,,,,,,,,,,,,,,
184,jiomart_candzey_candzey_mix_fruits_candy_100_g,Candzey Mix Fruits Candy 100 g,Candzey,chocolate,chocolate,100.0,g,18.0,jiomart,,34.2,24.1,0.9,12.5,8.3,,10.0,0.2,"Sugar, Cocoa Mass, Vegetable Oil, Milk Powder, Fruits (Sugar Cane, Orange, Lemon), Emulsifier (Soy Lecithin)",30g,7.0,,,,,,,,,,,,,,,
185,jiomart_oya_oya_assorted_choco_roll_200_gram_with_pistachio_almond_hazelnut_and_red_velvet_yummy_creamclassi,"Oya Assorted Choco Roll 200 Gram with Pistachio, Almond, Hazelnut and Red Velvet Yummy Cream|Classic Delicious Wafer Roll Sticks with Assorted Dry fruits and Cocoa Cream",Oya,chocolate,chocolate,200.0,g,359.0,jiomart,,43.2,34.5,4.1,20.3,12.9,2.5,,0.8,"Mustard oil, Jaggery, Red Velvet Yummy Cream, Pistachio, Almond, Hazelnut, Cocoa, Wafer Sticks",30g,7.0,,,,,,,,,,,,,,,
186,jiomart_foodemporium_foodemporium_vanilla_custard_powder_jar_pack_225gm_custard_powder,FoodEmporium Vanilla Custard Powder (JAR PACK 225Gm) | Custard Powder,Foodemporium,ready_to_eat,ready-to-eat,225.0,g,160.0,jiomart,370.0,66.0,16.0,2.0,20.0,12.0,0.0,150.0,1.0,,,,,,,,,,,,,,,,,,
187,jiomart_britannia_britannia_5050_maska_chaska_biscuits_105_g,Britannia 50-50 Maska Chaska Biscuits 105 g,Britannia,snacks,biscuit,105.0,g,25.0,jiomart,,24.9,13.2,4.3,10.5,6.8,0.7,250.0,2.1,"Mustard Oil, Wheat Flour, Sugar, Vegetable Fat, Baking Powder, Salt, Maska Chaska Spice Mix (contains Mustard Seeds, Coriander Seeds, Cumin Seeds, Turmeric, Red Chili Powder, Garam Masala)",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
188,jiomart_appayan_appayan_26_kg_dudheswar_rice,APPAYAN 26 KG DUDHESWAR RICE,Appayan,essentials,rice,26.0,kg,2255.0,jiomart,,74.7,0.6,2.5,1.8,0.9,0.7,,0.3,,,,,,,,,,,,,,,,,,
189,jiomart_add_me_add_me_pudina_chutney_210gm_pack_of_2_classic_indian_mint_sauce_pani_puri_bhelpuri_chutneys,Add me pudina Chutney 210gm Pack of 2 Classic Indian Mint Sauce pani Puri bhelpuri chutneys,Add Me,flavourings,pickles-chutney,210.0,g,219.0,jiomart,,,,,0.5,0.3,0.1,200.0,2.0,,,,,,,,,,,,,,,,,,
190,jiomart_natrixeed_natrixeed_dried_amla_candy_1kg,NATRIXEED Dried Amla Candy - 1Kg,Natrixeed,chocolate,chocolate,1.0,kg,328.0,jiomart,,30.0,24.5,2.3,11.8,7.4,1.9,,0.5,"Dried Amla, Sugar, Cocoa Powder, Mustard Oil, Jaggery Syrup, Spices",30g,7.0,,,,,,,,,,,,,,,
191,jiomart_red_rose_red_rose_delight_basmati_rice_10_kg,"RED ROSE DELIGHT BASMATI RICE, 10 KG",Red Rose,essentials,rice,10.0,kg,1069.0,jiomart,109.0,2.3,0.1,2.5,0.6,0.4,0.3,1.0,0.2,,,,,,,,,,,,,,,,,,
192,jiomart_tri_swastik_tri_swastik_homemade_lime_lemon_pickle_lemon_sweet_nimbu_ka_achaar_lime_pickles_delight_,Tri Swastik Homemade Lime Lemon Pickle Lemon Sweet Nimbu Ka Achaar Lime Pickles Delight in Every Bite 300 Gm,Tri Swastik,flavourings,pickles-chutney,300.0,g,195.0,jiomart,60.0,9.5,7.8,0.2,3.5,1.2,0.6,150.0,2.0,,,,,,,,,,,,,,,,,,
193,jiomart_kwik_snack_kwik_snack_rolled_oats_for_weight_loss_pouch_pouch_200_g,kwik snack Rolled Oats for Weight Loss Pouch Pouch (200 g),Kwik Snack,snacks,breakfast,200.0,g,157.0,jiomart,369.0,69.0,4.5,8.0,2.5,1.2,3.5,,0.4,"Rolled Oats, Mustard Oil, Jaggery",30g,7.0,,,,,,,,,,,,,,,
194,jiomart_1952_1952_rich_blend_nice_grind_south_indian_filter_coffee_powder_blend_of_handpicked_chigmagalur_co,1952 Rich Blend Nice Grind | South Indian Filter Coffee Powder - Blend of Handpicked Chigmagalur Coffee with Slow-Roasted Perfectly Grounded Chicory ( Nice Grind-P1 ),1952,beverage,tea-cofee,1952.0,Rich,250.0,jiomart,,,2.5,0.3,0.1,0.05,0.2,10.0,0.5,"Blend of Handpicked Chigmagalur Coffee, Slow-Roasted Chicory",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
195,jiomart_snickers_snickers_almond_filled_chocolate_bar_loaded_with_nougat_caramel_pack_of_24_22g,"Snickers Almond Filled Chocolate Bar, Loaded with Nougat & Caramel, Pack of 24, 22g",Snickers,chocolate,chocolate,22.0,g,599.0,jiomart,,45.5,34.8,4.2,22.3,14.1,,320.0,0.5,"Sugar, Palm Oil, Almonds, Nougat, Caramel, Milk Powder, Skimmed Milk Powder, Wheat Flour, Cocoa Mass, Salt, Emulsifier (Soy Lecithin), Flavorings, Confectioner's Glaze",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
196,jiomart_gongloo_gongloo_homemade_sweet_lemon_pickle_ready_to_eat_meetha_nimbu_ka_achar_sweet_sour_lime_pickl,GONGLOO Homemade Sweet Lemon Pickle | Ready to Eat Meetha Nimbu ka Achar | Sweet Sour Lime Pickle | Hygienically Packed | Rich in Antioxidants | High Nutritional Value | 1 KG,Gongloo,flavourings,pickles-chutney,1.0,kg,240.0,jiomart,,,8.5,0.2,7.3,4.9,1.5,,0.8,,,,,,,,,,,,,,,,,,
197,jiomart_bagrrys_bagrrys_white_oats_100_whole_grain_500_g,Bagrry's White Oats 100% Whole Grain 500 g,Bagrry'S,snacks,breakfast,500.0,g,98.0,jiomart,,65.0,4.5,10.1,2.3,0.9,6.8,,0.4,,,,,,,,,,,,,,,,,,
198,jiomart_ahaar_ahaar_rajma_chitra_white_whole_500g,Ahaar Rajma Chitra white whole 500g,Ahaar,essentials,pulses,500.0,g,182.0,jiomart,,62.2,3.9,13.6,1.8,0.7,4.2,2.5,0.6,"Rajma, Chitra white whole",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
199,jiomart_jabsons_jabsons_jeera_khakhra_180_g,Jabsons Jeera Khakhra 180 g,Jabsons,snacks,chips-namkeen,180.0,g,71.0,jiomart,360.0,25.0,5.0,4.0,18.0,10.0,2.0,350.0,3.0,,,,,,,,,,,,,,,,,,
200,jiomart_sol_sol_whole_dried_guajillo_chillies_with_stem_60gm,Sol Whole Dried Guajillo Chillies with stem 60gm,Sol,spread,sauce-ketchup-butter,60.0,g,356.0,jiomart,,7.2,4.5,3.8,0.9,0.6,2.1,10.0,4.0,,,,,,,,,,,,,,,,,,
201,jiomart_pringles_pringles_philly_cheesesteak_potato_crisps_savory_philadelphia_flavor_chips_158_g_imported_f,Pringles Philly Cheesesteak Potato Crisps Savory Philadelphia Flavor Chips 158 g - Imported from USA,Pringles,snacks,chips-namkeen,158.0,g,370.0,jiomart,368.0,44.2,4.1,3.6,21.8,12.5,0.9,350.0,2.4,,,,,,,,,,,,,,,,,,
202,jiomart_gustora_gustora_100_durum_wheat_i_fiber_rich_i_nongmo_i_vegetarian_i_pipe_rigate_pasta_500_g,Gustora 100% Durum Wheat I Fiber Rich I Non-GMO I Vegetarian I Pipe Rigate Pasta (500 g),Gustora,noodles_pasta,noodles-pasta,500.0,g,149.0,jiomart,370.0,65.2,1.4,10.9,3.5,0.8,6.2,1.2,0.4,,,,,,,,,,,,,,,,,,
203,jiomart_unifit_unifit_multigrain_choco_bites_kids_breakfast_cereals_with_no_maida_rich_in_protein_375g,"UNIFIT Multigrain Choco Bites Kids Breakfast Cereals With No Maida, Rich in Protein -375g",Unifit,snacks,breakfast,375.0,g,233.0,jiomart,370.0,55.0,10.0,5.0,12.0,3.0,2.0,150.0,0.4,,,,,,,,,,,,,,,,,,
204,jiomart_orgblendz_orgblendzcertified_organic_raw_unprocessed_wild_eucalyptus_honeyunrefinednon_pasteurizedla,"ORGBLENDZ-Certified Organic Raw unprocessed Wild Eucalyptus Honey,Unrefined,Non Pasteurized,Lab Tested Sugarfree,antioxidants|Fresh|Chemical Free, No Adulteration (500 GM)",Orgblendz,spread,sauce-ketchup-butter,500.0,g,427.0,jiomart,,17.8,16.5,0.1,14.2,10.3,0.1,,0.4,,,,,,,,,,,,,,,,,,
205,jiomart_vasani_g_vasani_g_jowar_daliya_5kg_bulk_sorghum_millet_dalia_glutenfree_ideal_for_satvik_diet_health,Vasani G Jowar Daliya 5kg | Bulk Sorghum Millet Dalia | Gluten-Free | Ideal for Satvik Diet & Healthy Nutrition,Vasani G,essentials,flour,5.0,kg,689.0,jiomart,370.0,74.4,2.8,6.3,5.1,0.9,2.4,0.8,0.3,,,,,,,,,,,,,,,,,,
206,jiomart_nissin_nissin_geki_hot_spicy_korean_veg_flavour_noodles_80_g,Nissin Geki Hot & Spicy Korean Veg Flavour Noodles 80 g,Nissin,noodles_pasta,noodles-pasta,80.0,g,49.0,jiomart,370.0,74.2,4.8,10.7,6.3,1.9,0.5,2.8,4.7,,,,,,,,,,,,,,,,,,
207,jiomart_gumbaz_gumbaz_dry_figs_1kg_anjeer_medium_size_afghanistan_anjeer_dry_fruit,GUMBAZ Dry Figs (1kg) Anjeer Medium Size | Afghanistan Anjeer Dry Fruit,Gumbaz,essentials,dry-fruits-nuts,1.0,kg,499.0,jiomart,360.0,74.4,55.2,3.9,7.1,0.8,5.4,10.0,0.6,,,,,,,,,,,,,,,,,,
208,jiomart_bhujamal_bhujamal_bikaneri_bhujia_850_grams_tasty_namkeen_bhujiya_indian_snacks,BHUJAMAL Bikaneri Bhujia 850 grams | Tasty Namkeen Bhujiya Indian Snacks,Bhujamal,snacks,chips-namkeen,850.0,g,175.0,jiomart,550.0,24.0,7.0,5.0,32.0,12.0,0.5,350.0,4.0,,,,,,,,,,,,,,,,,,
209,jiomart_aranyaka_aranyaka_traditional_kaikuthalhandpounded_red_rice_mappillai_samba_1_kg_diabetic_friendlylo,"Aranyaka Traditional Kaikuthal(Hand-Pounded) Red Rice - Mappillai Samba 1 Kg | Diabetic Friendly-Low Glycemic Index | Gluten Free | (Medium Grain, Unpolished, Parboiled",|Aranyaka,essentials,rice,1.0,kg,289.0,jiomart,350.0,69.2,1.9,4.8,0.6,0.3,0.7,2.0,0.1,,,,,,,,,,,,,,,,,,
210,jiomart_organic_anand_organic_anand_100_pure_natural_garlicturmeric_pickle_lahsoon_kachi_haldi_ka_achaar_raw,"Organic Anand | 100% Pure & Natural Garlic-Turmeric pickle | Lahsoon Kachi Haldi ka Achaar | Raw Turmeric Pickle | Fresh Homemade Pickle | Turmeric Achar | Authentic, No preservative | 250 Gram",Organic Anand,flavourings,pickles-chutney,250.0,g,181.0,jiomart,10.0,4.0,1.0,0.0,2.0,0.5,0.0,50.0,1.0,,,,,,,,,,,,,,,,,,
211,jiomart_double_horse_double_horse_easy_palappam_mix_500g_velleppam_mix_export_quality_pack_o_f_2_,"Double Horse Easy Palappam Mix, 500g| Velleppam Mix| Export Quality ( Pack o f 2 )",Double Horse,essentials,flour,500.0,g,138.0,jiomart,,65.5,2.1,4.3,14.8,9.5,0.6,120.0,1.2,,,,,,,,,,,,,,,,,,
212,jiomart_ocean_ocean_mango_passion_flavoured_fruit_drink_500_ml,Ocean Mango & Passion Flavoured Fruit Drink 500 ml,Ocean,beverage,juice-drink,500.0,ml,51.0,jiomart,,12.9,11.3,0.2,0.1,0.05,0.5,10.0,,,,,,,,,,,,,,,,,,,
213,jiomart_didier_frank_chocolate_didier_frank_intense_75_dark_chocolate_100g,"Didier & Frank Intense 75% Dark Chocolate, 100g",Didier & Frank Chocolate,chocolate,chocolate,100.0,g,359.0,jiomart,575.0,46.8,43.4,3.2,49.6,38.1,0.5,,,,,,,,,,,,,,,,,,,,
214,jiomart_br_cart_br_cart_durum_wheat_pasta_pasta_elbow_elbow_macaroni_pasta_pasta_macaroni_elbow_macaroni_pas,"BR CART Durum Wheat Pasta | Pasta Elbow | Elbow Macaroni Pasta | Pasta Macaroni Elbow Macaroni Pasta (Pack of 1, 200gm)",Br Cart,noodles_pasta,noodles-pasta,200.0,g,149.0,jiomart,350.0,65.0,1.0,8.0,2.0,0.5,1.0,200.0,1.0,,,,,,,,,,,,,,,,,,
215,jiomart_br_cart_br_cart_wheat_fusilli_pasta_spiral_pasta_twist_pasta_durum_wheat_pasta_fusilli_pasta_1_kg,Br Cart Wheat Fusilli Pasta | Spiral Pasta | Twist Pasta | Durum Wheat Pasta Fusilli Pasta (1 Kg),Br Cart,noodles_pasta,noodles-pasta,1.0,kg,249.0,jiomart,370.0,68.5,2.3,12.1,4.8,0.9,2.5,350.0,3.6,,,,,,,,,,,,,,,,,,
